01	a00df6s	kar	120.196.100.99	384	33	200
11	0sfs01	kar	120.196.100.99	198	86	200
21	adfd00fd5	pandora	120.196.100.99	513	261	200
31	0ad0s7	pandora	120.196.100.99	840	413	200
41	0sfs01	kar	120.196.100.99	190	401	200
51	00fdaf3	kar	120.196.100.99	273	527	200
61	00fdaf3	pandora	120.196.100.99	950	526	200
71	0a0fe2	kar	120.196.100.99	730	496	200
81	0a0fe2	pandora	120.196.100.99	367	759	200
91	0sfs01	kar	120.196.100.99	529	484	200
101	adfd00fd5	kar	120.196.100.99	516	18	200
111	a00df6s	pandora	120.196.100.99	300	745	200
121	0a0fe2	kar	120.196.100.99	416	847	200
131	00fdaf3	kar	120.196.100.99	268	489	200
141	00wersa4	kar	120.196.100.99	74	815	200
151	00wersa4	pandora	120.196.100.99	445	293	200
161	00fdaf3	kar	120.196.100.99	673	77	200
171	a00df6s	kar	120.196.100.99	378	138	200
181	0sfs01	pandora	120.196.100.99	55	80	200
191	00fdaf3	kar	120.196.100.99	699	7	200
201	00fdaf3	pandora	120.196.100.99	752	687	200
211	00wersa4	kar	120.196.100.99	448	117	200
221	a00df6s	pandora	120.196.100.99	17	771	200
231	00fdaf3	kar	120.196.100.99	732	701	200
241	0ad0s7	pandora	120.196.100.99	923	24	200
251	0sfs01	pandora	120.196.100.99	476	781	200
261	adfd00fd5	pandora	120.196.100.99	655	163	200
271	0a0fe2	pandora	120.196.100.99	128	251	200
281	00fdaf3	kar	120.196.100.99	704	149	200
291	a00df6s	pandora	120.196.100.99	839	383	200
301	0sfs01	pandora	120.196.100.99	230	38	200
311	adfd00fd5	kar	120.196.100.99	100	661	200
321	adfd00fd5	kar	120.196.100.99	839	442	200
331	0sfs01	pandora	120.196.100.99	165	256	200
341	a00df6s	pandora	120.196.100.99	950	247	200
351	0ad0s7	pandora	120.196.100.99	791	760	200
361	0a0fe2	pandora	120.196.100.99	118	180	200
371	adfd00fd5	kar	120.196.100.99	749	581	200
381	0a0fe2	pandora	120.196.100.99	69	324	200
391	0ad0s7	pandora	120.196.100.99	337	144	200
401	0a0fe2	kar	120.196.100.99	43	120	200
411	adfd00fd5	pandora	120.196.100.99	311	608	200
421	00wersa4	pandora	120.196.100.99	10	680	200
431	00wersa4	pandora	120.196.100.99	206	843	200
441	00fdaf3	kar	120.196.100.99	733	58	200
451	00wersa4	kar	120.196.100.99	247	528	200
461	00fdaf3	pandora	120.196.100.99	403	121	200
471	adfd00fd5	pandora	120.196.100.99	494	771	200
481	00fdaf3	kar	120.196.100.99	770	511	200
491	0ad0s7	kar	120.196.100.99	686	313	200
501	adfd00fd5	pandora	120.196.100.99	566	914	200
511	00fdaf3	kar	120.196.100.99	895	687	200
521	00wersa4	kar	120.196.100.99	217	322	200
531	0sfs01	kar	120.196.100.99	585	766	200
541	adfd00fd5	kar	120.196.100.99	450	209	200
551	00fdaf3	kar	120.196.100.99	392	658	200
561	a00df6s	kar	120.196.100.99	33	689	200
571	0a0fe2	kar	120.196.100.99	71	550	200
581	0sfs01	pandora	120.196.100.99	742	345	200
591	a00df6s	pandora	120.196.100.99	335	640	200
601	00fdaf3	kar	120.196.100.99	807	752	200
611	00fdaf3	kar	120.196.100.99	447	811	200
621	00wersa4	kar	120.196.100.99	32	120	200
631	a00df6s	pandora	120.196.100.99	170	472	200
641	0sfs01	kar	120.196.100.99	538	915	200
651	0sfs01	pandora	120.196.100.99	870	659	200
661	0a0fe2	pandora	120.196.100.99	158	97	200
671	0ad0s7	pandora	120.196.100.99	97	276	200
681	adfd00fd5	pandora	120.196.100.99	713	80	200
691	0a0fe2	pandora	120.196.100.99	324	818	200
701	00fdaf3	pandora	120.196.100.99	808	386	200
711	00wersa4	kar	120.196.100.99	418	129	200
721	0sfs01	kar	120.196.100.99	994	842	200
731	0ad0s7	pandora	120.196.100.99	639	525	200
741	a00df6s	kar	120.196.100.99	827	134	200
751	00wersa4	kar	120.196.100.99	594	44	200
761	0ad0s7	kar	120.196.100.99	197	558	200
771	00wersa4	pandora	120.196.100.99	477	832	200
781	0a0fe2	pandora	120.196.100.99	870	283	200
791	00fdaf3	pandora	120.196.100.99	50	50	200
801	a00df6s	pandora	120.196.100.99	158	488	200
811	00wersa4	kar	120.196.100.99	701	736	200
821	0sfs01	pandora	120.196.100.99	127	316	200
831	00wersa4	pandora	120.196.100.99	670	719	200
841	adfd00fd5	kar	120.196.100.99	405	630	200
851	00wersa4	kar	120.196.100.99	78	976	200
861	00wersa4	kar	120.196.100.99	510	527	200
871	adfd00fd5	kar	120.196.100.99	62	407	200
881	00fdaf3	kar	120.196.100.99	873	403	200
891	0a0fe2	kar	120.196.100.99	157	431	200
901	a00df6s	pandora	120.196.100.99	112	319	200
911	adfd00fd5	kar	120.196.100.99	144	14	200
921	00fdaf3	kar	120.196.100.99	879	444	200
931	a00df6s	pandora	120.196.100.99	882	47	200
941	adfd00fd5	pandora	120.196.100.99	620	114	200
951	00wersa4	kar	120.196.100.99	35	59	200
961	00wersa4	kar	120.196.100.99	79	181	200
971	00wersa4	kar	120.196.100.99	34	758	200
981	a00df6s	pandora	120.196.100.99	649	907	200
991	0ad0s7	kar	120.196.100.99	206	408	200
1001	0a0fe2	pandora	120.196.100.99	710	300	200
1011	0sfs01	pandora	120.196.100.99	326	232	200
1021	0ad0s7	pandora	120.196.100.99	749	648	200
1031	00fdaf3	kar	120.196.100.99	749	522	200
1041	0ad0s7	kar	120.196.100.99	516	692	200
1051	adfd00fd5	kar	120.196.100.99	242	706	200
1061	a00df6s	kar	120.196.100.99	6	477	200
1071	00wersa4	pandora	120.196.100.99	401	79	200
1081	00wersa4	kar	120.196.100.99	238	178	200
1091	0ad0s7	pandora	120.196.100.99	613	640	200
1101	00fdaf3	pandora	120.196.100.99	83	925	200
1111	0ad0s7	pandora	120.196.100.99	424	937	200
1121	00wersa4	pandora	120.196.100.99	468	194	200
1131	0sfs01	pandora	120.196.100.99	790	503	200
1141	00fdaf3	pandora	120.196.100.99	51	839	200
1151	0sfs01	kar	120.196.100.99	480	399	200
1161	00fdaf3	pandora	120.196.100.99	884	130	200
1171	a00df6s	kar	120.196.100.99	580	955	200
1181	0ad0s7	pandora	120.196.100.99	316	358	200
1191	a00df6s	pandora	120.196.100.99	255	884	200
1201	adfd00fd5	pandora	120.196.100.99	244	813	200
1211	0sfs01	pandora	120.196.100.99	693	504	200
1221	adfd00fd5	pandora	120.196.100.99	708	222	200
1231	0a0fe2	pandora	120.196.100.99	125	845	200
1241	0sfs01	kar	120.196.100.99	274	528	200
1251	0ad0s7	pandora	120.196.100.99	679	196	200
1261	00wersa4	pandora	120.196.100.99	859	541	200
1271	0sfs01	kar	120.196.100.99	279	606	200
1281	00wersa4	pandora	120.196.100.99	62	720	200
1291	adfd00fd5	pandora	120.196.100.99	833	466	200
1301	0ad0s7	kar	120.196.100.99	622	438	200
1311	00wersa4	pandora	120.196.100.99	356	916	200
1321	adfd00fd5	pandora	120.196.100.99	214	640	200
1331	00wersa4	kar	120.196.100.99	369	15	200
1341	0a0fe2	kar	120.196.100.99	404	367	200
1351	0sfs01	kar	120.196.100.99	827	916	200
1361	00fdaf3	pandora	120.196.100.99	88	798	200
1371	0sfs01	kar	120.196.100.99	175	136	200
1381	00wersa4	pandora	120.196.100.99	132	988	200
1391	0sfs01	kar	120.196.100.99	307	369	200
1401	a00df6s	pandora	120.196.100.99	483	951	200
1411	adfd00fd5	pandora	120.196.100.99	760	689	200
1421	0sfs01	pandora	120.196.100.99	75	449	200
1431	00fdaf3	kar	120.196.100.99	17	969	200
1441	a00df6s	pandora	120.196.100.99	685	541	200
1451	00fdaf3	pandora	120.196.100.99	690	935	200
1461	0a0fe2	kar	120.196.100.99	161	794	200
1471	0ad0s7	kar	120.196.100.99	772	400	200
1481	0sfs01	kar	120.196.100.99	885	567	200
1491	0a0fe2	kar	120.196.100.99	597	646	200
1501	0sfs01	pandora	120.196.100.99	93	157	200
1511	0a0fe2	pandora	120.196.100.99	290	18	200
1521	adfd00fd5	pandora	120.196.100.99	241	368	200
1531	a00df6s	kar	120.196.100.99	47	658	200
1541	0a0fe2	pandora	120.196.100.99	899	878	200
1551	00wersa4	pandora	120.196.100.99	787	956	200
1561	a00df6s	pandora	120.196.100.99	888	21	200
1571	adfd00fd5	kar	120.196.100.99	439	41	200
1581	0a0fe2	kar	120.196.100.99	564	792	200
1591	adfd00fd5	pandora	120.196.100.99	661	682	200
1601	0a0fe2	kar	120.196.100.99	680	11	200
1611	a00df6s	kar	120.196.100.99	18	566	200
1621	a00df6s	kar	120.196.100.99	613	658	200
1631	00fdaf3	kar	120.196.100.99	574	242	200
1641	0ad0s7	pandora	120.196.100.99	992	453	200
1651	0a0fe2	kar	120.196.100.99	592	334	200
1661	0sfs01	kar	120.196.100.99	30	719	200
1671	00wersa4	pandora	120.196.100.99	988	494	200
1681	0a0fe2	kar	120.196.100.99	654	306	200
1691	0sfs01	kar	120.196.100.99	519	198	200
1701	adfd00fd5	pandora	120.196.100.99	796	83	200
1711	0a0fe2	pandora	120.196.100.99	318	701	200
1721	0a0fe2	pandora	120.196.100.99	98	244	200
1731	adfd00fd5	pandora	120.196.100.99	293	634	200
1741	00wersa4	pandora	120.196.100.99	62	812	200
1751	0sfs01	kar	120.196.100.99	548	130	200
1761	0a0fe2	pandora	120.196.100.99	496	120	200
1771	0sfs01	kar	120.196.100.99	737	223	200
1781	0a0fe2	kar	120.196.100.99	498	262	200
1791	adfd00fd5	kar	120.196.100.99	218	193	200
1801	00fdaf3	kar	120.196.100.99	120	564	200
1811	adfd00fd5	pandora	120.196.100.99	177	209	200
1821	00fdaf3	kar	120.196.100.99	392	397	200
1831	0a0fe2	pandora	120.196.100.99	824	336	200
1841	a00df6s	pandora	120.196.100.99	721	395	200
1851	0sfs01	kar	120.196.100.99	764	660	200
1861	0ad0s7	pandora	120.196.100.99	589	101	200
1871	00wersa4	pandora	120.196.100.99	356	356	200
1881	0sfs01	pandora	120.196.100.99	216	307	200
1891	00fdaf3	kar	120.196.100.99	1	582	200
1901	00wersa4	kar	120.196.100.99	912	436	200
1911	0sfs01	pandora	120.196.100.99	405	719	200
1921	a00df6s	kar	120.196.100.99	941	542	200
1931	00wersa4	kar	120.196.100.99	966	490	200
1941	00fdaf3	pandora	120.196.100.99	960	454	200
1951	0ad0s7	kar	120.196.100.99	545	39	200
1961	00fdaf3	pandora	120.196.100.99	293	299	200
1971	0a0fe2	kar	120.196.100.99	825	462	200
1981	adfd00fd5	kar	120.196.100.99	34	751	200
1991	a00df6s	kar	120.196.100.99	807	569	200
2001	0a0fe2	pandora	120.196.100.99	160	973	200
2011	00wersa4	pandora	120.196.100.99	497	637	200
2021	00fdaf3	kar	120.196.100.99	302	27	200
2031	0sfs01	pandora	120.196.100.99	653	104	200
2041	0a0fe2	kar	120.196.100.99	963	65	200
2051	0ad0s7	kar	120.196.100.99	204	828	200
2061	00wersa4	kar	120.196.100.99	91	656	200
2071	0a0fe2	pandora	120.196.100.99	937	34	200
2081	adfd00fd5	pandora	120.196.100.99	350	748	200
2091	0a0fe2	pandora	120.196.100.99	97	688	200
2101	0ad0s7	kar	120.196.100.99	430	338	200
2111	0sfs01	pandora	120.196.100.99	595	827	200
2121	0a0fe2	kar	120.196.100.99	726	578	200
2131	adfd00fd5	pandora	120.196.100.99	31	501	200
2141	0ad0s7	kar	120.196.100.99	389	925	200
2151	adfd00fd5	pandora	120.196.100.99	136	559	200
2161	00wersa4	pandora	120.196.100.99	3	927	200
2171	adfd00fd5	pandora	120.196.100.99	908	583	200
2181	00wersa4	pandora	120.196.100.99	921	598	200
2191	adfd00fd5	pandora	120.196.100.99	112	956	200
2201	0sfs01	kar	120.196.100.99	115	32	200
2211	a00df6s	pandora	120.196.100.99	86	996	200
2221	0ad0s7	pandora	120.196.100.99	790	705	200
2231	0a0fe2	kar	120.196.100.99	24	548	200
2241	a00df6s	kar	120.196.100.99	611	58	200
2251	00fdaf3	pandora	120.196.100.99	500	800	200
2261	adfd00fd5	kar	120.196.100.99	852	530	200
2271	00wersa4	pandora	120.196.100.99	208	957	200
2281	0a0fe2	kar	120.196.100.99	900	137	200
2291	adfd00fd5	kar	120.196.100.99	292	550	200
2301	0a0fe2	kar	120.196.100.99	977	983	200
2311	00fdaf3	pandora	120.196.100.99	517	244	200
2321	0a0fe2	pandora	120.196.100.99	419	481	200
2331	00fdaf3	kar	120.196.100.99	117	500	200
2341	adfd00fd5	pandora	120.196.100.99	76	68	200
2351	00wersa4	pandora	120.196.100.99	318	285	200
2361	00wersa4	pandora	120.196.100.99	263	72	200
2371	00fdaf3	kar	120.196.100.99	222	150	200
2381	00wersa4	pandora	120.196.100.99	210	493	200
2391	0sfs01	pandora	120.196.100.99	538	4	200
2401	0ad0s7	kar	120.196.100.99	214	880	200
2411	adfd00fd5	pandora	120.196.100.99	709	369	200
2421	0a0fe2	kar	120.196.100.99	411	383	200
2431	0ad0s7	pandora	120.196.100.99	15	350	200
2441	0a0fe2	kar	120.196.100.99	135	440	200
2451	0sfs01	pandora	120.196.100.99	120	737	200
2461	0a0fe2	kar	120.196.100.99	941	510	200
2471	adfd00fd5	pandora	120.196.100.99	363	263	200
2481	0sfs01	kar	120.196.100.99	928	427	200
2491	0ad0s7	pandora	120.196.100.99	590	635	200
2501	a00df6s	pandora	120.196.100.99	335	967	200
2511	0sfs01	pandora	120.196.100.99	214	756	200
2521	0a0fe2	kar	120.196.100.99	208	119	200
2531	adfd00fd5	kar	120.196.100.99	821	579	200
2541	00wersa4	pandora	120.196.100.99	319	262	200
2551	adfd00fd5	pandora	120.196.100.99	310	10	200
2561	00fdaf3	pandora	120.196.100.99	389	103	200
2571	00wersa4	kar	120.196.100.99	772	957	200
2581	0a0fe2	pandora	120.196.100.99	43	359	200
2591	00wersa4	pandora	120.196.100.99	920	4	200
2601	0a0fe2	kar	120.196.100.99	542	391	200
2611	adfd00fd5	kar	120.196.100.99	730	407	200
2621	0a0fe2	pandora	120.196.100.99	682	712	200
2631	0a0fe2	pandora	120.196.100.99	349	304	200
2641	00fdaf3	pandora	120.196.100.99	529	678	200
2651	0sfs01	kar	120.196.100.99	109	100	200
2661	0ad0s7	pandora	120.196.100.99	715	501	200
2671	0sfs01	kar	120.196.100.99	401	41	200
2681	a00df6s	kar	120.196.100.99	5	110	200
2691	00wersa4	pandora	120.196.100.99	155	377	200
2701	00fdaf3	kar	120.196.100.99	172	954	200
2711	0a0fe2	kar	120.196.100.99	772	838	200
2721	00wersa4	kar	120.196.100.99	984	397	200
2731	00wersa4	kar	120.196.100.99	803	451	200
2741	0ad0s7	kar	120.196.100.99	636	380	200
2751	0ad0s7	pandora	120.196.100.99	565	288	200
2761	adfd00fd5	kar	120.196.100.99	74	423	200
2771	adfd00fd5	pandora	120.196.100.99	643	734	200
2781	0sfs01	pandora	120.196.100.99	808	847	200
2791	adfd00fd5	kar	120.196.100.99	377	415	200
2801	0a0fe2	pandora	120.196.100.99	263	968	200
2811	0a0fe2	kar	120.196.100.99	258	287	200
2821	0ad0s7	kar	120.196.100.99	32	248	200
2831	0ad0s7	kar	120.196.100.99	343	213	200
2841	00fdaf3	pandora	120.196.100.99	239	62	200
2851	0sfs01	kar	120.196.100.99	327	58	200
2861	a00df6s	kar	120.196.100.99	146	691	200
2871	adfd00fd5	pandora	120.196.100.99	158	896	200
2881	00fdaf3	kar	120.196.100.99	897	788	200
2891	0sfs01	pandora	120.196.100.99	904	755	200
2901	0sfs01	pandora	120.196.100.99	661	781	200
2911	00wersa4	kar	120.196.100.99	516	379	200
2921	0a0fe2	kar	120.196.100.99	946	791	200
2931	adfd00fd5	pandora	120.196.100.99	83	272	200
2941	a00df6s	pandora	120.196.100.99	350	906	200
2951	0ad0s7	kar	120.196.100.99	711	580	200
2961	0sfs01	pandora	120.196.100.99	162	939	200
2971	00fdaf3	pandora	120.196.100.99	38	956	200
2981	00fdaf3	kar	120.196.100.99	406	567	200
2991	00fdaf3	pandora	120.196.100.99	191	47	200
3001	adfd00fd5	kar	120.196.100.99	78	229	200
3011	0ad0s7	kar	120.196.100.99	122	12	200
3021	adfd00fd5	pandora	120.196.100.99	137	856	200
3031	a00df6s	pandora	120.196.100.99	610	0	200
3041	0a0fe2	kar	120.196.100.99	598	722	200
3051	adfd00fd5	kar	120.196.100.99	195	629	200
3061	0a0fe2	kar	120.196.100.99	550	482	200
3071	00fdaf3	kar	120.196.100.99	781	76	200
3081	a00df6s	pandora	120.196.100.99	623	78	200
3091	00wersa4	pandora	120.196.100.99	513	628	200
3101	00fdaf3	kar	120.196.100.99	893	809	200
3111	00fdaf3	pandora	120.196.100.99	720	447	200
3121	0a0fe2	kar	120.196.100.99	521	662	200
3131	00wersa4	kar	120.196.100.99	169	291	200
3141	0a0fe2	kar	120.196.100.99	676	930	200
3151	a00df6s	kar	120.196.100.99	522	775	200
3161	0ad0s7	kar	120.196.100.99	889	421	200
3171	a00df6s	kar	120.196.100.99	299	833	200
3181	0a0fe2	pandora	120.196.100.99	912	209	200
3191	0sfs01	kar	120.196.100.99	856	670	200
3201	0ad0s7	pandora	120.196.100.99	151	929	200
3211	0a0fe2	pandora	120.196.100.99	213	442	200
3221	0ad0s7	pandora	120.196.100.99	857	11	200
3231	0sfs01	pandora	120.196.100.99	361	659	200
